滑油总管压力,1号电动滑油泵滑油出口压力,滑油总管温度,滑油总管流量,滑油总管再循环滑油流量,滑油压力调节阀开度指令,滑油压力调节阀开度反馈,2号电动滑油输送泵滑油出口压力,滑油温度调节阀开度指令,滑油温度调节阀开度反馈,汽轮主机模拟装置滑油入口调节阀阀门开度指令,汽轮主机模拟装置滑油入口调节阀开度反馈,滑油冷却器滑油进口温度,汽轮主机减速器模拟装置滑油入口调节阀开度指令,汽轮主机减速器模拟装置滑油入口调节阀开度反馈,滑油冷却器滑油出口温度,汽轮发电机组模拟装置滑油入口调节阀开度指令,汽轮发电机组模拟装置滑油入口调节阀开度反馈,汽轮主机模拟装置滑油入口流量,主推力轴承模拟装置滑油入口调节阀开度指令,主推力轴承模拟装置滑油入口调节阀开度反馈,汽轮主机模拟装置滑油入口压力,汽轮主机模拟装置调节阀阀门开度指令,汽轮主机模拟装置调节阀开度反馈,汽轮主机模拟装置滑油出口温度,汽轮主机减速器模拟装置调节阀阀门开度指令,汽轮主机减速器模拟装置调节阀开度反馈,汽轮主机减速器模拟装置滑油入口流量,汽轮发电机组模拟装置调节阀阀门开度指令,汽轮发电机组模拟装置调节阀开度反馈,汽轮主机减速器模拟装置滑油入口压力,主推力轴承模拟装置调节阀阀门开度指令,主推力轴承模拟装置调节阀开度反馈,汽轮主机减速器模拟装置滑油出口温度,汽轮凝水泵组模拟装置调节阀阀门开度指令,汽轮凝水泵组模拟装置调节阀开度反馈,汽轮发电机组模拟装置滑油入口流量,汽轮给水泵组模拟装置调节阀阀门开度指令,汽轮给水泵组模拟装置调节阀开度反馈,汽轮发电机组模拟装置滑油入口压力,汽轮滑油泵组模拟装置调节阀阀门开度指令,汽轮滑油泵组模拟装置调节阀开度反馈,汽轮发电机组模拟装置滑油出口温度,汽轮辅循环水泵模拟装置调节阀阀门开度指令,汽轮辅循环水泵模拟装置调节阀开度反馈,主推力轴承模拟装置滑油入口流量,滑油加热器1号功率,滑油加热器1号加热器出口温度,主推力轴承模拟装置滑油入口压力,滑油加热器2号功率,滑油加热器2号加热器出口温度,主推力轴承模拟装置滑油出口温度,汽轮凝水泵组模拟装置滑油入口流量,汽轮凝水泵组模拟装置滑油入口压力,汽轮凝水泵组模拟装置滑油出口温度,汽轮给水泵组模拟装置滑油入口流量,汽轮给水泵组模拟装置滑油入口压力,汽轮给水泵组模拟装置滑油出口温度,汽轮滑油泵组模拟装置滑油入口流量,汽轮滑油泵组模拟装置滑油入口压力,汽轮滑油泵组模拟装置滑油出口温度,汽轮辅循环水泵模拟装置滑油入口流量,汽轮辅循环水泵模拟装置滑油入口压力,汽轮辅循环水泵模拟装置滑油出口温度,电动滑油泵1号变频泵转速指令,电动滑油泵1号变频泵转速反馈,电动滑油泵2号变频泵转速指令,电动滑油泵2号变频泵转速反馈,滑油冷却器1号滑油入口压力,滑油冷却器1号滑油出口压力,滑油冷却器1号冷却水入口温度,滑油冷却器1号冷却水出口温度
0.08045,0.0339605,49.3063,62.575,15.975,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.45,95.0,95.125,50.65,25.0,25.025,16.7775,63.0,63.4063,0.0267188,50.0,50.0125,37.925,60.0,60.1188,22.2425,22.0,22.0125,0.02525,57.0,57.4812,40.0938,29.0,29.6063,5.8725,16.0,16.475,0.0256875,29.0,29.75,32.8125,25.0,24.6188,1.99437,0.281256,44.9719,0.0470937,0.590622,43.5281,37.4062,0.636875,0.0339063,33.8,0.680625,0.0375313,32.6813,0.934062,0.0381875,39.5563,0.786875,0.0301875,32.3687,400.0,400.247,0.0,-0.0924933,0.087,0.0725,38.55,54.9875
0.08045,0.0339605,49.3063,62.55,15.975,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.45,95.0,95.1125,50.5375,25.0,25.0312,16.86,63.0,63.4063,0.0267188,50.0,50.0125,38.0188,60.0,60.1188,22.3869,22.0,22.0125,0.02525,57.0,57.4812,40.2188,29.0,29.6063,5.91375,16.0,16.475,0.0256875,29.0,29.75,32.825,25.0,24.6188,0.155625,0.281256,44.9531,0.0279375,0.590622,43.5281,37.575,0.642813,0.0339063,33.8938,0.680625,0.0375313,32.6813,0.934062,0.0381875,39.6187,0.805,0.0301875,32.3563,400.0,400.247,0.0,-0.0924933,0.09125,0.0725,38.4375,54.9125
0.08045,0.0339605,49.3063,62.5,15.9844,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2438,47.4563,95.0,95.1125,50.3937,25.0,25.025,16.9162,63.0,63.4063,0.0267188,50.0,50.0125,38.125,60.0,60.1125,22.4875,22.0,22.0125,0.02525,57.0,57.475,40.3188,29.0,29.6063,5.9475,16.0,16.4688,0.0256875,29.0,29.75,32.8438,25.0,24.6188,0.681875,0.281256,44.9531,0.0201562,0.590622,43.5281,37.7563,0.642813,0.0339063,34.0,0.684687,0.0375313,32.6937,0.934062,0.0381875,39.6625,0.823438,0.0301875,32.3563,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,38.325,54.8312
0.08045,0.0339605,49.2875,62.35,16.0219,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2438,47.4688,95.0,95.1125,50.2375,25.0,25.025,16.9538,63.0,63.4063,0.0267188,50.0,50.0125,38.2312,60.0,60.1125,22.61,22.0,22.0125,0.02525,57.0,57.4812,40.525,29.0,29.6063,5.98687,16.0,16.4688,0.0256875,29.0,29.75,32.8563,25.0,24.6188,0.956562,0.281256,44.9531,0.0301563,0.590622,43.5281,37.95,0.642813,0.0339063,34.125,0.684687,0.0375313,32.725,0.92875,0.0381875,39.7438,0.833125,0.0301875,32.3438,400.0,400.247,0.0,-0.185009,0.09125,0.0725,38.225,54.7313
0.08045,0.0339605,49.2688,62.175,16.0406,13.6,13.225,0.0721935,100.0,100.019,70.0,70.2375,47.4875,95.0,95.1125,50.0687,25.0,25.025,16.9913,63.0,63.4063,0.0267188,50.0,50.0125,38.35,60.0,60.1188,22.6406,22.0,22.0125,0.02525,57.0,57.4812,40.6187,29.0,29.6063,6.00375,16.0,16.475,0.0256875,29.0,29.75,32.9063,25.0,24.6188,1.28,0.281256,44.9531,0.0301563,0.590622,43.5281,38.125,0.647812,0.0339063,34.2188,0.684687,0.0375313,32.7438,0.921562,0.0381875,39.8312,0.843125,0.0301875,32.3438,400.0,400.155,0.0,-0.185009,0.09125,0.0725,38.1375,54.6437
0.08045,0.0339605,49.2188,62.125,16.0406,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.5,95.0,95.1125,49.9188,25.0,25.025,17.0137,63.0,63.4063,0.0267188,50.0,50.0125,38.4812,60.0,60.1188,22.7544,22.0,22.0125,0.02525,57.0,57.4812,40.7062,29.0,29.6063,6.02437,16.0,16.475,0.0256875,29.0,29.75,32.9375,25.0,24.6188,1.50125,0.281256,44.9531,0.0380313,0.590622,43.5281,38.25,0.647812,0.0339063,34.275,0.684687,0.0375313,32.7812,0.917187,0.0381875,39.9125,0.849687,0.0301875,32.3438,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,38.0188,54.55
0.08045,0.0339605,49.1437,62.0625,16.0781,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.525,95.0,95.125,49.8688,25.0,25.0312,17.025,63.0,63.4063,0.0267188,50.0,50.0125,38.6125,60.0,60.1188,22.7544,22.0,22.0125,0.02525,57.0,57.4812,40.875,29.0,29.6063,5.99625,16.0,16.475,0.0256875,29.0,29.75,32.9938,25.0,24.6188,1.59063,0.281256,44.9531,0.0380313,0.590622,43.5281,38.3187,0.647812,0.0339063,34.425,0.684687,0.0375313,32.8375,0.917187,0.0381875,40.0312,0.854688,0.0301875,32.3375,400.0,400.247,0.0,-0.0924933,0.09125,0.0725,37.9062,54.4438
0.08045,0.0339605,49.0438,62.0625,16.0406,13.6,13.225,0.0721935,100.0,100.019,70.0,70.2375,47.5312,95.0,95.125,49.6813,25.0,25.0312,17.0137,63.0,63.4063,0.0267188,50.0,50.0125,38.7625,60.0,60.1125,22.7894,22.0,22.0125,0.02525,57.0,57.4812,41.0375,29.0,29.6063,5.98687,16.0,16.475,0.0256875,29.0,29.75,33.0562,25.0,24.6188,1.7125,0.281256,44.9531,0.0297188,0.590622,43.5281,38.5312,0.647812,0.0339063,34.5938,0.684687,0.0375313,32.8563,0.911562,0.0381875,40.1062,0.854688,0.0301875,32.3438,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,37.8187,54.3312
0.08045,0.0339605,48.925,61.975,16.0406,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.5687,95.0,95.125,49.4625,25.0,25.0312,17.0137,63.0,63.4063,0.0267188,50.0,50.0125,38.8875,60.0,60.1188,22.785,22.0,22.0125,0.02525,57.0,57.4812,41.175,29.0,29.6063,5.97938,16.0,16.475,0.0256875,29.0,29.75,33.125,25.0,24.6188,1.97875,0.281256,44.9531,0.0543437,0.590622,43.5281,38.75,0.647812,0.0339063,34.7313,0.684687,0.0375313,32.9125,0.911562,0.0381875,40.2,0.860625,0.0301875,32.3438,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,37.7312,54.2063
0.08045,0.0339605,48.7688,61.9125,16.0406,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2438,47.5938,95.0,95.1125,49.2375,25.0,25.025,17.0513,63.0,63.4063,0.0267188,50.0,50.0125,38.9313,60.0,60.1188,22.8944,22.0,22.0125,0.02525,57.0,57.4812,41.3,29.0,29.6063,5.99063,16.0,16.475,0.0256875,29.0,29.75,33.2,25.0,24.6188,1.73687,0.281256,44.9531,0.0389062,0.590622,43.5281,38.9375,0.647812,0.0339063,34.9125,0.684687,0.0375313,32.95,0.911562,0.0341875,40.2937,0.860625,0.0301875,32.35,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,37.6125,54.075
0.08045,0.0339605,48.6188,61.8625,16.05,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2375,47.5938,95.0,95.1125,48.9875,25.0,25.0312,17.0813,63.0,63.4063,0.0267188,50.0,50.025,39.0562,60.0,60.1188,22.8769,22.0,22.0125,0.02525,57.0,57.4812,41.4188,29.0,29.6063,5.99063,16.0,16.475,0.0256875,29.0,29.75,33.3,25.0,24.6188,1.785,0.281256,44.9531,0.022,0.590622,43.5281,39.1375,0.647812,0.0339063,35.0812,0.684687,0.0375313,33.0,0.903125,0.0341875,40.3875,0.860625,0.0301875,32.3563,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,37.5125,53.95
0.08045,0.0339605,48.4438,61.8625,16.0406,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2438,47.6,95.0,95.1125,48.7375,25.0,25.0312,17.0888,63.0,63.4125,0.0267188,50.0,50.0125,39.1688,60.0,60.1188,22.8506,22.0,22.0125,0.02525,57.0,57.4812,41.575,29.0,29.6063,5.99063,16.0,16.4688,0.0256875,29.0,29.75,33.3938,25.0,24.6188,1.785,0.281256,44.9531,0.0266875,0.590622,43.5281,39.3438,0.647812,0.0339063,35.275,0.684687,0.0375313,33.0125,0.903125,0.0341875,40.4625,0.860625,0.0301875,32.3875,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,37.4188,53.8187
0.08045,0.0339605,48.2562,61.875,16.05,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2375,47.625,95.0,95.1125,48.4937,25.0,25.0312,17.0813,63.0,63.4063,0.0267188,50.0,50.025,39.3062,60.0,60.1188,22.8725,22.0,22.0125,0.02525,57.0,57.4812,41.7,29.0,29.6063,5.99063,16.0,16.4688,0.0256875,29.0,29.75,33.4938,25.0,24.6188,1.91188,0.281256,44.9531,0.0266875,0.590622,43.5281,39.5563,0.647812,0.0339063,35.4625,0.684687,0.0375313,33.1063,0.895938,0.0341875,40.575,0.860625,0.0301875,32.4437,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,37.3438,53.6688
0.08045,0.0339605,48.0625,61.8625,16.05,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2375,47.6188,95.0,95.125,48.25,25.0,25.0312,17.0662,63.0,63.4063,0.0267188,50.0,50.025,39.4375,60.0,60.1125,22.8419,22.0,22.0125,0.02525,57.0,57.4812,41.825,29.0,29.6063,5.99812,16.0,16.475,0.0256875,29.0,29.75,33.6063,25.0,24.6188,2.0225,0.281256,44.9531,0.0422187,0.590622,43.5281,39.7687,0.647812,0.0339063,35.6562,0.684687,0.0375313,33.1312,0.895938,0.0341875,40.6438,0.860625,0.0301875,32.5,400.0,399.97,0.0,-0.0924933,0.09125,0.0725,37.25,53.5312
0.08045,0.0339605,47.85,61.8,16.0406,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2438,47.6313,95.0,95.125,47.9875,25.0,25.0312,17.0738,63.0,63.4063,0.0267188,50.0,50.0125,39.5563,60.0,60.1125,22.855,22.0,22.0125,0.02525,57.0,57.4812,41.9563,29.0,29.6063,5.99812,16.0,16.475,0.0256875,29.0,29.75,33.7125,25.0,24.6188,1.90094,0.281256,44.9531,0.032375,0.590622,43.5281,39.975,0.647812,0.0339063,35.85,0.684687,0.0375313,33.2062,0.8875,0.0341875,40.675,0.860625,0.0301875,32.5437,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,37.1625,53.375
0.08045,0.0339605,47.6188,61.7875,16.0406,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2438,47.65,95.0,95.1125,47.7313,25.0,25.025,17.0813,63.0,63.4063,0.0267188,50.0,50.0125,39.6625,60.0,60.1188,22.8288,22.0,22.0125,0.02525,57.0,57.4812,42.075,29.0,29.6063,6.015,16.0,16.4688,0.0256875,29.0,29.75,33.825,25.0,24.6188,1.97281,0.281256,44.9531,0.0261875,0.590622,43.5281,40.1625,0.647812,0.0339063,36.0125,0.684687,0.0375313,33.275,0.8875,0.0341875,40.775,0.860625,0.0301875,32.5625,400.0,399.97,0.0,-0.0924933,0.09125,0.0725,37.075,53.2313
0.08045,0.0339605,47.3625,61.75,16.0312,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.6562,95.0,95.1125,47.4563,25.0,25.0312,17.07,63.0,63.4063,0.0267188,50.0,50.025,39.7937,60.0,60.1188,22.8288,22.0,22.0125,0.02525,57.0,57.4812,42.1938,29.0,29.6063,6.015,16.0,16.475,0.0256875,29.0,29.7375,33.9375,25.0,24.6188,2.02031,0.281256,44.9531,0.0423125,0.590622,43.5281,40.3687,0.647812,0.0339063,36.2,0.684687,0.0375313,33.35,0.882187,0.0341875,40.8813,0.860625,0.0301875,32.6312,400.0,399.97,0.0,-0.185009,0.09125,0.0725,36.9688,53.1
0.08045,0.0339605,47.1,61.6875,16.0312,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.675,95.0,95.1125,47.1625,25.0,25.025,17.0813,63.0,63.4063,0.0267188,50.0,50.025,39.9188,60.0,60.1188,22.7325,22.0,22.0125,0.02525,57.0,57.4812,42.3125,29.0,29.6063,6.02625,16.0,16.475,0.0256875,29.0,29.75,34.05,25.0,24.625,1.99969,0.281256,44.9531,0.052125,0.590622,43.5281,40.575,0.647812,0.0339063,36.3875,0.684687,0.0375313,33.45,0.882187,0.0341875,40.975,0.860625,0.0301875,32.7,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,36.9062,52.9437
0.08045,0.0339605,46.5812,61.6875,16.1062,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2438,47.7063,95.0,95.125,46.6,25.0,25.0312,17.16,63.0,63.4063,0.0267188,50.0,50.025,40.175,60.0,60.1125,22.6625,22.0,22.0125,0.02525,57.0,57.4812,42.5812,29.0,29.6063,6.05063,16.0,16.475,0.0256875,29.0,29.75,34.1937,25.0,24.625,0.524063,0.281256,44.9531,0.0150312,0.590622,43.5281,40.9563,0.647812,0.0339063,36.7688,0.68,0.0375313,33.6187,0.882187,0.0341875,41.1688,0.860625,0.0301875,32.8687,400.0,400.247,0.0,-0.0924933,0.09125,0.0725,36.7625,52.725
0.08045,0.0339605,46.3063,61.7875,16.125,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2438,47.7188,95.0,95.1125,46.2875,25.0,25.0312,17.175,63.0,63.4063,0.0267188,50.0,50.025,40.3125,60.0,60.1188,22.6494,22.0,22.0125,0.02525,57.0,57.4812,42.7063,29.0,29.6063,6.05063,16.0,16.4688,0.0256875,29.0,29.75,34.4188,25.0,24.6188,0.816562,0.281256,44.9531,0.0235938,0.590622,43.5281,41.125,0.647812,0.0339063,36.9625,0.68,0.0375313,33.7375,0.882187,0.0341875,41.2625,0.860625,0.0301875,32.975,400.0,400.155,0.0,-0.0924933,0.09125,0.0725,36.675,52.5062
0.08045,0.0339605,46.0187,61.8625,16.1344,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2438,47.725,95.0,95.1125,46.0187,25.0,25.025,17.1562,63.0,63.4125,0.0267188,50.0,50.0125,40.4813,60.0,60.1125,22.6319,22.0,22.0125,0.02525,57.0,57.4812,42.7875,29.0,29.6063,6.06187,16.0,16.475,0.0256875,29.0,29.75,34.4688,25.0,24.6188,1.16219,0.281256,44.9531,0.028125,0.590622,43.5281,41.2812,0.647812,0.0339063,37.1562,0.68,0.0375313,33.8375,0.8775,0.0341875,41.325,0.860625,0.0301875,33.0938,400.0,399.97,0.0,-0.185009,0.09525,0.0725,36.5812,52.4562
0.08045,0.0339605,45.7313,61.9125,16.1344,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2438,47.7375,95.0,95.125,45.7,25.0,25.0312,17.13,63.0,63.4063,0.0267188,50.0,50.025,40.6313,60.0,60.1125,22.5619,22.0,22.0125,0.02525,57.0,57.4812,42.8937,29.0,29.6063,6.06938,16.0,16.475,0.0256875,29.0,29.75,34.6,25.0,24.6188,1.36156,0.281256,44.8125,0.028125,0.590622,43.5281,41.475,0.652187,0.0339063,37.3438,0.68,0.0375313,33.9562,0.867188,0.0341875,41.4062,0.860625,0.0301875,33.2062,400.0,399.97,0.0,-0.0924933,0.09525,0.0725,36.5,52.325
0.08045,0.0339605,45.425,61.9,16.1719,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.75,95.0,95.125,45.425,25.0,25.025,17.1375,63.0,63.4063,0.0267188,50.0,50.025,40.7938,60.0,60.1125,22.5006,22.0,22.0125,0.02525,57.0,57.4812,43.0,29.0,29.6063,6.08625,16.0,16.4688,0.0256875,29.0,29.75,34.7313,25.0,24.6188,1.51844,0.281256,44.8125,0.028125,0.590622,43.5281,41.625,0.652187,0.0339063,37.5063,0.685,0.041875,34.075,0.867188,0.0341875,41.4875,0.860625,0.0301875,33.3313,400.0,400.247,0.0,-0.0924933,0.09525,0.0725,36.3937,52.1688
0.08045,0.0339605,45.1563,61.75,16.1906,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.7562,95.0,95.125,45.1375,25.0,25.0312,17.1375,63.0,63.4063,0.0267188,50.0,50.025,40.9563,60.0,60.1188,22.4394,22.0,22.0125,0.02525,57.0,57.475,43.0875,29.0,29.6063,6.12,16.0,16.475,0.0256875,29.0,29.75,34.8813,25.0,24.6188,1.65938,0.281256,44.8125,0.0322812,0.590622,43.5281,41.775,0.652187,0.0339063,37.6688,0.679688,0.041875,34.1875,0.861875,0.0341875,41.5687,0.865313,0.0301875,33.4625,400.0,400.155,0.0,-0.0924933,0.09525,0.0725,36.3125,52.0
0.08045,0.0339605,44.8563,61.75,16.1906,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.775,95.0,95.125,44.85,25.0,25.025,17.1225,63.0,63.4063,0.0267188,50.0,50.025,41.1188,60.0,60.1188,22.3956,22.0,22.0125,0.02525,57.0,57.4812,43.1562,29.0,29.6063,6.12,16.0,16.475,0.0256875,29.0,29.75,35.0187,25.0,24.6188,1.82781,0.281256,44.8125,0.0409063,0.590622,43.5281,41.9187,0.652187,0.0339063,37.8375,0.675625,0.041875,34.3125,0.861875,0.0341875,41.6313,0.865313,0.0301875,33.6187,400.0,400.155,0.0,-0.0924933,0.09525,0.0725,36.2188,51.8563
0.08045,0.0339605,44.625,61.6875,16.2188,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2375,47.8063,95.0,95.125,44.5625,25.0,25.025,17.1488,63.0,63.4063,0.0267188,50.0,50.025,41.2812,60.0,60.1125,22.3738,22.0,22.0125,0.02525,57.0,57.4812,43.2188,29.0,29.6063,6.1275,16.0,16.4688,0.0256875,29.0,29.75,35.1625,25.0,24.6188,1.775,0.281256,44.8125,0.0359688,0.590622,43.5188,41.9937,0.652187,0.0339063,38.0125,0.675625,0.041875,34.4188,0.861875,0.0341875,41.6937,0.865313,0.0301875,33.7438,400.0,400.155,0.0,-0.0924933,0.09525,0.0765,36.125,51.6875
0.08045,0.0339605,44.525,61.6625,16.2,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2438,47.8312,95.0,95.125,44.2938,25.0,25.025,17.1263,63.0,63.4063,0.0267188,50.0,50.0125,41.4375,60.0,60.1125,22.3169,22.0,22.0125,0.02525,57.0,57.4812,43.25,29.0,29.6063,6.1275,16.0,16.4688,0.0256875,29.0,29.75,35.3,25.0,24.6188,1.82594,0.281256,44.8125,0.029375,0.590622,43.5281,42.075,0.652187,0.0339063,38.0813,0.675625,0.041875,34.5438,0.861875,0.0341875,41.7625,0.870312,0.0301875,33.9125,400.0,400.247,0.0,-0.0924933,0.09525,0.0765,36.0438,51.5312
0.08045,0.0339605,44.2375,61.5875,16.1906,13.6,13.2313,0.0721935,100.0,100.038,70.0,70.2438,47.8312,95.0,95.1125,44.0813,25.0,25.025,17.1112,63.0,63.4063,0.0267188,50.0,50.025,41.6,60.0,60.1125,22.2994,22.0,22.0125,0.02525,57.0,57.4812,43.3312,29.0,29.6063,6.13312,16.0,16.475,0.0256875,29.0,29.75,35.45,25.0,24.6188,1.81937,0.25312,44.8125,0.029375,0.590622,43.5281,42.2,0.652187,0.0339063,38.225,0.675625,0.041875,34.6688,0.866562,0.0341875,41.8063,0.870312,0.0301875,34.0625,400.0,400.155,0.0,-0.0924933,0.09525,0.0765,35.95,51.3937
0.08045,0.0339605,43.9313,61.5625,16.1906,13.6,13.225,0.0721935,100.0,100.038,70.0,70.2438,47.8375,95.0,95.125,43.725,25.0,25.025,17.0925,63.0,63.4063,0.0267188,50.0,50.0125,41.75,60.0,60.1125,22.2294,22.0,22.0125,0.02525,57.0,57.4812,43.4062,29.0,29.6063,6.14812,16.0,16.475,0.0256875,29.0,29.75,35.5938,25.0,24.6188,1.85469,0.281256,44.8125,0.029375,0.590622,43.5281,42.3437,0.652187,0.0339063,38.3812,0.66625,0.041875,34.8,0.866562,0.0341875,41.8438,0.874687,0.0301875,34.225,400.0,400.34,0.0,-0.0924933,0.09525,0.0765,35.8813,51.2375
0.08045,0.0339605,43.6375,61.525,16.1906,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2438,47.8688,95.0,95.125,43.5438,25.0,25.025,17.0625,63.0,63.4063,0.0267188,50.0,50.0125,41.875,60.0,60.1125,22.1287,22.0,22.0125,0.02525,57.0,57.4812,43.45,29.0,29.6063,6.15562,16.0,16.475,0.0256875,29.0,29.75,35.75,25.0,24.6188,1.89094,0.281256,44.8125,0.029375,0.590622,43.5281,42.4625,0.652187,0.0339063,38.5562,0.66625,0.041875,34.9188,0.866562,0.0341875,41.8875,0.874687,0.0301875,34.3687,400.0,399.97,0.0,-0.0924933,0.09525,0.0765,35.7875,51.0813
0.0846,0.0339605,43.3438,61.4375,16.2375,13.6,13.2313,0.0721935,100.0,100.031,70.0,70.2438,47.875,95.0,95.125,43.3875,25.0,25.0312,16.9913,63.0,63.4063,0.0267188,50.0,50.025,42.0,60.0,60.1125,22.0762,22.0,22.0125,0.02525,57.0,57.4812,43.5,29.0,29.6063,6.16125,16.0,16.475,0.0256875,29.0,29.75,35.9,25.0,24.6188,1.93094,0.281256,44.8125,0.029375,0.590622,43.5281,42.5875,0.652187,0.0339063,38.7125,0.66625,0.041875,35.05,0.866562,0.0341875,41.9,0.874687,0.0301875,34.55,400.0,400.155,0.0,-0.0924933,0.09525,0.0765,35.7063,50.925
0.0846,0.0339605,43.0563,61.475,16.2188,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2375,47.9062,95.0,95.125,43.125,25.0,25.025,16.9388,63.0,63.4063,0.0267188,50.0,50.0125,42.1,60.0,60.1188,22.0062,22.0,22.0125,0.02525,57.0,57.4812,43.5438,29.0,29.6063,6.15562,16.0,16.4688,0.0256875,29.0,29.75,36.0438,25.0,24.6188,1.96781,0.281256,44.7937,0.0365938,0.590622,43.5281,42.6813,0.65625,0.0339063,38.875,0.66625,0.041875,35.1875,0.862187,0.0341875,41.925,0.88,0.0301875,34.6875,400.0,400.247,0.0,-0.0924933,0.09525,0.0765,35.6313,50.7687
0.0846,0.0339605,42.75,61.275,16.2,13.6,13.225,0.0721935,100.0,100.038,70.0,70.2438,47.9,95.0,95.1125,42.8375,25.0,25.0312,16.8788,63.0,63.4063,0.0267188,50.0,50.025,42.1437,60.0,60.1188,21.9494,22.0,22.0125,0.02525,57.0,57.4812,43.5812,29.0,29.6063,6.17062,16.0,16.475,0.0256875,29.0,29.75,36.2,25.0,24.6188,1.98219,0.281256,44.8125,0.0365938,0.590622,43.5281,42.7625,0.65625,0.0339063,39.0437,0.671563,0.041875,35.3125,0.862187,0.0341875,41.9375,0.88,0.0301875,34.8688,400.0,400.155,0.0,-0.0924933,0.09525,0.0765,35.55,50.625
0.0846,0.0339605,42.45,61.2625,16.2188,13.6,13.225,0.0721935,100.0,100.038,70.0,70.2438,47.9187,95.0,95.125,42.55,25.0,25.025,16.8225,63.0,63.4063,0.0267188,50.0,50.025,42.2625,60.0,60.1125,21.9056,22.0,22.0125,0.02525,57.0,57.4812,43.6125,29.0,29.6063,6.17062,16.0,16.4688,0.0256875,29.0,29.75,36.375,25.0,24.6188,1.99906,0.281256,44.8125,0.0365938,0.590622,43.4344,42.8625,0.65625,0.0339063,39.175,0.671563,0.041875,35.4062,0.862187,0.0341875,41.95,0.88,0.0301875,35.0312,400.0,399.97,0.0,-0.0924933,0.09525,0.0765,35.4563,50.4562
0.0846,0.0339605,42.1625,61.2625,16.1906,13.6,13.225,0.0721935,100.0,100.031,70.0,70.2438,47.9375,95.0,95.125,42.2813,25.0,25.025,16.7587,63.0,63.4063,0.0267188,50.0,50.025,42.35,60.0,60.1188,21.8794,22.0,22.0125,0.02525,57.0,57.4812,43.6063,29.0,29.6063,6.17813,16.0,16.4688,0.0256875,29.0,29.75,36.5062,25.0,24.625,2.03531,0.281256,44.8125,0.0365938,0.590622,43.5281,42.9438,0.65625,0.0339063,39.3375,0.671563,0.041875,35.4625,0.862187,0.0341875,41.95,0.88,0.0301875,35.1812,400.0,400.155,0.0,0.0924933,0.09525,0.0765,35.3875,50.3187
0.0846,0.0339605,41.875,61.275,16.2281,13.6,13.225,0.0721935,100.0,100.038,70.0,70.2438,47.9437,95.0,95.125,42.0062,25.0,25.025,16.7212,63.0,63.4063,0.0267188,50.0,50.025,42.4312,60.0,60.1188,21.9012,22.0,22.0125,0.02525,57.0,57.4812,43.6125,29.0,29.6063,6.19875,16.0,16.4688,0.0256875,29.0,29.75,36.6375,25.0,24.6188,2.04594,0.281256,44.8125,0.0365938,0.590622,43.4344,43.0188,0.65625,0.0339063,39.4687,0.671563,0.041875,35.5875,0.862187,0.0341875,41.9375,0.88,0.0301875,35.2438,400.0,400.155,0.0,-0.185009,0.09525,0.0765,35.3187,50.1625
